分拣中心,日期,小时,货量
SC24,2023-12-22,5,45
SC24,2023-12-22,6,108
SC24,2023-12-22,7,346
SC24,2023-12-22,8,482
SC24,2023-12-22,9,482
SC24,2023-12-22,10,426
SC24,2023-12-22,11,50
SC24,2023-12-22,12,448
SC24,2023-12-22,13,567
SC24,2023-12-22,14,493
SC24,2023-12-22,15,425
SC24,2023-12-22,16,398
SC24,2023-12-22,17,469
SC24,2023-12-22,18,456
SC24,2023-12-22,19,125
SC24,2023-12-22,20,43
SC24,2023-12-22,21,10
SC24,2023-12-22,22,1
SC24,2023-12-22,23,0
SC24,2023-12-23,0,22
SC24,2023-12-23,1,29
SC24,2023-12-23,2,30
SC24,2023-12-23,3,24
SC24,2023-12-23,4,27
SC24,2023-12-23,5,46
SC24,2023-12-23,6,112
SC24,2023-12-23,7,358
SC24,2023-12-23,8,500
SC24,2023-12-23,9,499
SC24,2023-12-23,10,442
SC24,2023-12-23,11,52
SC24,2023-12-23,12,464
SC24,2023-12-23,13,588
SC24,2023-12-23,14,511
SC24,2023-12-23,15,440
SC24,2023-12-23,16,412
SC24,2023-12-23,17,486
SC24,2023-12-23,18,472
SC24,2023-12-23,19,130
SC24,2023-12-23,20,45
SC24,2023-12-23,21,10
SC24,2023-12-23,22,1
SC24,2023-12-23,23,0
SC24,2023-12-24,0,23
SC24,2023-12-24,1,30
SC24,2023-12-24,2,27
SC24,2023-12-24,3,22
SC24,2023-12-24,4,24
SC24,2023-12-24,5,42
SC24,2023-12-24,6,101
SC24,2023-12-24,7,323
SC24,2023-12-24,8,450
SC24,2023-12-24,9,450
SC24,2023-12-24,10,398
SC24,2023-12-24,11,47
SC24,2023-12-24,12,419
SC24,2023-12-24,13,530
SC24,2023-12-24,14,460
SC24,2023-12-24,15,397
SC24,2023-12-24,16,372
SC24,2023-12-24,17,438
SC24,2023-12-24,18,426
SC24,2023-12-24,19,117
SC24,2023-12-24,20,40
SC24,2023-12-24,21,9
SC24,2023-12-24,22,1
SC24,2023-12-24,23,0
SC24,2023-12-25,0,21
SC24,2023-12-25,1,27
SC24,2023-12-25,2,26
SC24,2023-12-25,3,22
SC24,2023-12-25,4,24
SC24,2023-12-25,5,41
SC24,2023-12-25,6,99
SC24,2023-12-25,7,316
SC24,2023-12-25,8,441
SC24,2023-12-25,9,441
SC24,2023-12-25,10,390
SC24,2023-12-25,11,46
SC24,2023-12-25,12,410
SC24,2023-12-25,13,519
SC24,2023-12-25,14,451
SC24,2023-12-25,15,389
SC24,2023-12-25,16,364
SC24,2023-12-25,17,429
SC24,2023-12-25,18,417
SC24,2023-12-25,19,115
SC24,2023-12-25,20,39
SC24,2023-12-25,21,9
SC24,2023-12-25,22,1
SC24,2023-12-25,23,0
SC24,2023-12-26,0,20
SC24,2023-12-26,1,27
SC24,2023-12-26,2,26
SC24,2023-12-26,3,21
SC24,2023-12-26,4,24
SC24,2023-12-26,5,41
SC24,2023-12-26,6,98
SC24,2023-12-26,7,314
SC24,2023-12-26,8,438
SC24,2023-12-26,9,438
SC24,2023-12-26,10,387
SC24,2023-12-26,11,45
SC24,2023-12-26,12,407
SC24,2023-12-26,13,515
SC24,2023-12-26,14,447
SC24,2023-12-26,15,386
SC24,2023-12-26,16,361
SC24,2023-12-26,17,426
SC24,2023-12-26,18,414
SC24,2023-12-26,19,114
SC24,2023-12-26,20,39
SC24,2023-12-26,21,9
SC24,2023-12-26,22,1
SC24,2023-12-26,23,0
SC24,2023-12-27,0,20
SC24,2023-12-27,1,27
SC24,2023-12-27,2,26
SC24,2023-12-27,3,21
SC24,2023-12-27,4,23
SC24,2023-12-27,5,40
SC24,2023-12-27,6,95
SC24,2023-12-27,7,306
SC24,2023-12-27,8,427
SC24,2023-12-27,9,427
SC24,2023-12-27,10,377
SC24,2023-12-27,11,44
SC24,2023-12-27,12,397
SC24,2023-12-27,13,502
SC24,2023-12-27,14,436
SC24,2023-12-27,15,376
SC24,2023-12-27,16,352
SC24,2023-12-27,17,415
SC24,2023-12-27,18,404
SC24,2023-12-27,19,111
SC24,2023-12-27,20,38
SC24,2023-12-27,21,9
SC24,2023-12-27,22,1
SC24,2023-12-27,23,0
SC24,2023-12-28,0,19
SC24,2023-12-28,1,26
SC24,2023-12-28,2,26
SC24,2023-12-28,3,22
SC24,2023-12-28,4,24
SC24,2023-12-28,5,41
SC24,2023-12-28,6,99
SC24,2023-12-28,7,317
SC24,2023-12-28,8,442
SC24,2023-12-28,9,442
SC24,2023-12-28,10,390
SC24,2023-12-28,11,46
SC24,2023-12-28,12,411
SC24,2023-12-28,13,520
SC24,2023-12-28,14,452
SC24,2023-12-28,15,389
SC24,2023-12-28,16,365
SC24,2023-12-28,17,430
SC24,2023-12-28,18,418
SC24,2023-12-28,19,115
SC24,2023-12-28,20,40
SC24,2023-12-28,21,9
SC24,2023-12-28,22,1
SC24,2023-12-28,23,0
SC24,2023-12-29,0,20
SC24,2023-12-29,1,27
SC24,2023-12-29,2,26
SC24,2023-12-29,3,21
SC24,2023-12-29,4,23
SC24,2023-12-29,5,40
SC24,2023-12-29,6,97
SC24,2023-12-29,7,311
SC24,2023-12-29,8,433
SC24,2023-12-29,9,433
SC24,2023-12-29,10,383
SC24,2023-12-29,11,45
SC24,2023-12-29,12,402
SC24,2023-12-29,13,509
SC24,2023-12-29,14,443
SC24,2023-12-29,15,382
SC24,2023-12-29,16,357
SC24,2023-12-29,17,421
SC24,2023-12-29,18,409
SC24,2023-12-29,19,112
SC24,2023-12-29,20,39
SC24,2023-12-29,21,9
SC24,2023-12-29,22,1
SC24,2023-12-29,23,0
SC24,2023-12-30,0,20
SC24,2023-12-30,1,26
SC24,2023-12-30,2,27
SC24,2023-12-30,3,22
SC24,2023-12-30,4,25
SC24,2023-12-30,5,42
SC24,2023-12-30,6,102
SC24,2023-12-30,7,328
SC24,2023-12-30,8,457
SC24,2023-12-30,9,457
SC24,2023-12-30,10,404
SC24,2023-12-30,11,47
SC24,2023-12-30,12,425
SC24,2023-12-30,13,538
SC24,2023-12-30,14,467
SC24,2023-12-30,15,403
SC24,2023-12-30,16,377
SC24,2023-12-30,17,444
SC24,2023-12-30,18,432
SC24,2023-12-30,19,119
SC24,2023-12-30,20,41
SC24,2023-12-30,22,1
SC24,2023-12-30,23,0
SC25,2023-12-1,0,387
SC25,2023-12-1,1,194
SC25,2023-12-1,2,120
SC25,2023-12-1,3,1193
SC25,2023-12-1,4,1242
SC25,2023-12-1,5,273
SC25,2023-12-1,6,79
SC25,2023-12-1,7,328
SC25,2023-12-1,8,576
SC25,2023-12-1,9,566
SC25,2023-12-1,10,624
SC25,2023-12-1,11,651
SC25,2023-12-1,12,889
SC25,2023-12-1,13,1617
SC25,2023-12-1,14,1394
SC25,2023-12-1,15,1407
SC25,2023-12-1,16,1671
SC25,2023-12-1,17,2235
SC25,2023-12-1,18,2455
SC25,2023-12-1,19,3544
SC25,2023-12-1,20,4257
SC25,2023-12-1,21,4408
SC25,2023-12-1,21,4408
SC25,2023-12-1,22,4435
SC25,2023-12-1,22,4435
SC25,2023-12-1,23,3964
SC25,2023-12-1,23,3964
SC25,2023-12-2,0,3534
SC25,2023-12-2,1,1774
SC25,2023-12-2,2,1093
SC25,2023-12-2,3,1287
SC25,2023-12-2,4,1339
SC25,2023-12-2,5,295
SC25,2023-12-2,6,85
SC25,2023-12-2,7,354
SC25,2023-12-2,8,621
SC25,2023-12-2,9,611
SC25,2023-12-2,10,673
SC25,2023-12-2,11,702
SC25,2023-12-2,12,958
SC25,2023-12-2,13,1744
SC25,2023-12-2,14,1504
SC25,2023-12-2,15,1517
SC25,2023-12-2,16,1802
SC25,2023-12-2,17,2410
SC25,2023-12-2,18,2648
SC25,2023-12-2,19,3822
SC25,2023-12-2,20,4591
SC25,2023-12-2,21,4754
SC25,2023-12-2,22,4783
SC25,2023-12-2,23,4276
SC25,2023-12-3,0,3675
SC25,2023-12-3,1,1845
SC25,2023-12-3,2,1136
SC25,2023-12-3,3,1338
SC25,2023-12-3,4,1392
SC25,2023-12-3,5,307
SC25,2023-12-3,6,89
SC25,2023-12-3,7,368
SC25,2023-12-3,8,646
SC25,2023-12-3,9,635
SC25,2023-12-3,10,700
SC25,2023-12-3,11,730
SC25,2023-12-3,12,997
SC25,2023-12-3,13,1814
SC25,2023-12-3,14,1563
SC25,2023-12-3,15,1578
SC25,2023-12-3,16,1874
SC25,2023-12-3,17,2507
SC25,2023-12-3,18,2753
SC25,2023-12-3,19,3974
SC25,2023-12-3,20,4774
SC25,2023-12-3,21,4944
SC25,2023-12-3,22,4973
SC25,2023-12-3,23,4446
SC25,2023-12-4,0,3696
SC25,2023-12-4,1,1855
SC25,2023-12-4,2,1143
SC25,2023-12-4,3,1346
SC25,2023-12-4,4,1401
SC25,2023-12-4,5,308
SC25,2023-12-4,6,89
SC25,2023-12-4,7,370
SC25,2023-12-4,8,650
SC25,2023-12-4,9,639
SC25,2023-12-4,10,704
SC25,2023-12-4,11,734
SC25,2023-12-4,12,1002
SC25,2023-12-4,13,1824
SC25,2023-12-4,14,1573
SC25,2023-12-4,15,1587
SC25,2023-12-4,16,1885
SC25,2023-12-4,17,2521
SC25,2023-12-4,18,2769
SC25,2023-12-4,19,3997
SC25,2023-12-4,20,4801
SC25,2023-12-4,21,4973
SC25,2023-12-4,22,5002
SC25,2023-12-4,23,4472
SC25,2023-12-5,0,3651
SC25,2023-12-5,1,1833
SC25,2023-12-5,2,1129
SC25,2023-12-5,3,1329
SC25,2023-12-5,4,1383
SC25,2023-12-5,5,305
SC25,2023-12-5,6,88
SC25,2023-12-5,7,366
SC25,2023-12-5,8,642
SC25,2023-12-5,9,631
SC25,2023-12-5,10,695
SC25,2023-12-5,11,725
SC25,2023-12-5,12,990
SC25,2023-12-5,13,1802
SC25,2023-12-5,14,1553
SC25,2023-12-5,15,1567
SC25,2023-12-5,16,1862
SC25,2023-12-5,17,2490
SC25,2023-12-5,18,2735
SC25,2023-12-5,19,3949
SC25,2023-12-5,20,4743
SC25,2023-12-5,21,4912
SC25,2023-12-5,22,4941
SC25,2023-12-5,23,4417
SC25,2023-12-6,0,3576
SC25,2023-12-6,1,1795
SC25,2023-12-6,2,1106
SC25,2023-12-6,3,1302
SC25,2023-12-6,4,1355
SC25,2023-12-6,5,298
SC25,2023-12-6,6,86
SC25,2023-12-6,7,358
SC25,2023-12-6,8,629
SC25,2023-12-6,9,618
SC25,2023-12-6,10,681
SC25,2023-12-6,11,711
SC25,2023-12-6,12,970
SC25,2023-12-6,13,1765
SC25,2023-12-6,14,1521
SC25,2023-12-6,15,1535
SC25,2023-12-6,16,1823
SC25,2023-12-6,17,2439
SC25,2023-12-6,18,2679
SC25,2023-12-6,19,3867
SC25,2023-12-6,20,4645
SC25,2023-12-6,21,4811
SC25,2023-12-6,22,4840
SC25,2023-12-6,23,4327
SC25,2023-12-7,0,3621
SC25,2023-12-7,1,1817
SC25,2023-12-7,2,1120
SC25,2023-12-7,3,1318
SC25,2023-12-7,4,1372
SC25,2023-12-7,5,302
SC25,2023-12-7,6,87
SC25,2023-12-7,7,363
SC25,2023-12-7,8,636
SC25,2023-12-7,9,626
SC25,2023-12-7,10,689
SC25,2023-12-7,11,719
SC25,2023-12-7,12,982
SC25,2023-12-7,13,1787
SC25,2023-12-7,14,1540
SC25,2023-12-7,15,1554
SC25,2023-12-7,16,1846
SC25,2023-12-7,17,2470
SC25,2023-12-7,18,2713
SC25,2023-12-7,19,3916
SC25,2023-12-7,20,4703
SC25,2023-12-7,21,4871
SC25,2023-12-7,22,4900
SC25,2023-12-7,23,4381
SC25,2023-12-8,0,3649
SC25,2023-12-8,1,1831
SC25,2023-12-8,2,1128
SC25,2023-12-8,3,1328
SC25,2023-12-8,4,1383
SC25,2023-12-8,5,305
SC25,2023-12-8,6,88
SC25,2023-12-8,7,366
SC25,2023-12-8,8,641
SC25,2023-12-8,9,631
SC25,2023-12-8,10,695
SC25,2023-12-8,11,725
SC25,2023-12-8,12,989
SC25,2023-12-8,13,1801
SC25,2023-12-8,14,1552
SC25,2023-12-8,15,1566
SC25,2023-12-8,16,1860
SC25,2023-12-8,17,2489
SC25,2023-12-8,18,2734
SC25,2023-12-8,19,3946
SC25,2023-12-8,20,4740
SC25,2023-12-8,21,4909
SC25,2023-12-8,22,4938
SC25,2023-12-8,23,4414
SC25,2023-12-9,0,3677
SC25,2023-12-9,1,1846
SC25,2023-12-9,2,1137
SC25,2023-12-9,3,1339
SC25,2023-12-9,4,1393
SC25,2023-12-9,5,307
SC25,2023-12-9,6,89
SC25,2023-12-9,7,368
SC25,2023-12-9,8,646
SC25,2023-12-9,9,636
SC25,2023-12-9,10,700
SC25,2023-12-9,11,731
SC25,2023-12-9,12,997
SC25,2023-12-9,13,1815
SC25,2023-12-9,14,1564
SC25,2023-12-9,15,1579
SC25,2023-12-9,16,1875
SC25,2023-12-9,17,2508
SC25,2023-12-9,18,2755
SC25,2023-12-9,19,3977
SC25,2023-12-9,20,4777
SC25,2023-12-9,21,4947
SC25,2023-12-9,22,4976
SC25,2023-12-9,23,4449
SC25,2023-12-10,0,3635
SC25,2023-12-10,1,1824
SC25,2023-12-10,2,1124
SC25,2023-12-10,3,1323
SC25,2023-12-10,4,1377
SC25,2023-12-10,5,303
SC25,2023-12-10,6,88
SC25,2023-12-10,7,364
SC25,2023-12-10,8,639
SC25,2023-12-10,9,628
SC25,2023-12-10,10,692
SC25,2023-12-10,11,722
SC25,2023-12-10,12,986
SC25,2023-12-10,13,1794
SC25,2023-12-10,14,1546
SC25,2023-12-10,15,1560
SC25,2023-12-10,16,1853
SC25,2023-12-10,17,2479
SC25,2023-12-10,18,2723
SC25,2023-12-10,19,3931
SC25,2023-12-10,20,4722
SC25,2023-12-10,21,4890
SC25,2023-12-10,22,4919
SC25,2023-12-10,23,4398
SC25,2023-12-11,0,3598
SC25,2023-12-11,1,1806
SC25,2023-12-11,2,1113
SC25,2023-12-11,3,1310
SC25,2023-12-11,4,1363
SC25,2023-12-11,5,300
SC25,2023-12-11,6,87
SC25,2023-12-11,7,360
SC25,2023-12-11,8,632
SC25,2023-12-11,9,622
SC25,2023-12-11,10,685
SC25,2023-12-11,11,715
SC25,2023-12-11,12,976
SC25,2023-12-11,13,1776
SC25,2023-12-11,14,1531
SC25,2023-12-11,15,1544
SC25,2023-12-11,16,1834
SC25,2023-12-11,17,2454
SC25,2023-12-11,18,2695
SC25,2023-12-11,19,3891
SC25,2023-12-11,20,4673
SC25,2023-12-11,21,4840
SC25,2023-12-11,22,4869
SC25,2023-12-11,23,4353
SC25,2023-12-12,0,3808
SC25,2023-12-12,1,1911
SC25,2023-12-12,2,1178
SC25,2023-12-12,3,1386
SC25,2023-12-12,4,1443
SC25,2023-12-12,5,318
SC25,2023-12-12,6,92
SC25,2023-12-12,7,382
SC25,2023-12-12,8,669
SC25,2023-12-12,9,658
SC25,2023-12-12,10,725
SC25,2023-12-12,11,757
SC25,2023-12-12,12,1033
SC25,2023-12-12,13,1880
SC25,2023-12-12,14,1620
SC25,2023-12-12,15,1635
SC25,2023-12-12,16,1942
SC25,2023-12-12,17,2597
SC25,2023-12-12,18,2853
SC25,2023-12-12,19,4118
SC25,2023-12-12,20,4947
SC25,2023-12-12,21,5123
SC25,2023-12-12,22,5153
SC25,2023-12-12,23,4607
SC25,2023-12-13,0,3960
SC25,2023-12-13,1,1988
SC25,2023-12-13,2,1225
SC25,2023-12-13,3,1442
SC25,2023-12-13,4,1501
SC25,2023-12-13,5,331
SC25,2023-12-13,6,96
SC25,2023-12-13,7,397
SC25,2023-12-13,8,696
SC25,2023-12-13,9,684
SC25,2023-12-13,10,754
SC25,2023-12-13,11,787
SC25,2023-12-13,12,1074
SC25,2023-12-13,13,1955
SC25,2023-12-13,14,1685
SC25,2023-12-13,15,1700
SC25,2023-12-13,16,2019
SC25,2023-12-13,17,2701
SC25,2023-12-13,18,2967
SC25,2023-12-13,19,4283
SC25,2023-12-13,20,5144
SC25,2023-12-13,21,5328
SC25,2023-12-13,22,5360
SC25,2023-12-13,23,4791
SC25,2023-12-14,0,3901
SC25,2023-12-14,1,1958
SC25,2023-12-14,2,1206
SC25,2023-12-14,3,1420
SC25,2023-12-14,4,1478
SC25,2023-12-14,5,326
SC25,2023-12-14,6,94
SC25,2023-12-14,7,391
SC25,2023-12-14,8,686
SC25,2023-12-14,9,674
SC25,2023-12-14,10,743
SC25,2023-12-14,11,775
SC25,2023-12-14,12,1058
SC25,2023-12-14,13,1925
SC25,2023-12-14,14,1660
SC25,2023-12-14,15,1675
SC25,2023-12-14,16,1989
SC25,2023-12-14,17,2661
SC25,2023-12-14,18,2923
SC25,2023-12-14,19,4219
SC25,2023-12-14,20,5067
SC25,2023-12-14,21,5248
SC25,2023-12-14,22,5279
SC25,2023-12-14,23,4720
SC25,2023-12-15,0,3878
SC25,2023-12-15,1,1946
SC25,2023-12-15,2,1199
SC25,2023-12-15,3,1412
SC25,2023-12-15,4,1469
SC25,2023-12-15,5,324
SC25,2023-12-15,6,94
SC25,2023-12-15,7,389
SC25,2023-12-15,8,682
SC25,2023-12-15,9,670
SC25,2023-12-15,10,738
SC25,2023-12-15,11,771
SC25,2023-12-15,12,1052
SC25,2023-12-15,13,1914
SC25,2023-12-15,14,1650
SC25,2023-12-15,15,1665
SC25,2023-12-15,16,1977
SC25,2023-12-15,17,2645
SC25,2023-12-15,18,2905
SC25,2023-12-15,19,4194
SC25,2023-12-15,20,5037
SC25,2023-12-15,21,5217
SC25,2023-12-15,22,5248
SC25,2023-12-15,23,4692
SC25,2023-12-16,0,3714
SC25,2023-12-16,1,1864
SC25,2023-12-16,2,1149
SC25,2023-12-16,3,1352
SC25,2023-12-16,4,1407
SC25,2023-12-16,5,310
SC25,2023-12-16,6,90
SC25,2023-12-16,7,372
SC25,2023-12-16,8,653
SC25,2023-12-16,9,642
SC25,2023-12-16,10,707
SC25,2023-12-16,11,738
SC25,2023-12-16,12,1007
SC25,2023-12-16,13,1833
SC25,2023-12-16,14,1580
SC25,2023-12-16,15,1594
SC25,2023-12-16,16,1894
SC25,2023-12-16,17,2533
SC25,2023-12-16,18,2783
SC25,2023-12-16,19,4017
SC25,2023-12-16,20,4825
SC25,2023-12-16,21,4997
SC25,2023-12-16,22,5027
SC25,2023-12-16,23,4494
SC25,2023-12-17,0,3661
SC25,2023-12-17,1,1838
SC25,2023-12-17,2,1132
SC25,2023-12-17,3,1333
SC25,2023-12-17,4,1387
SC25,2023-12-17,5,306
SC25,2023-12-17,6,88
SC25,2023-12-17,7,367
SC25,2023-12-17,8,643
SC25,2023-12-17,9,633
SC25,2023-12-17,10,697
SC25,2023-12-17,11,727
SC25,2023-12-17,12,993
SC25,2023-12-17,13,1807
SC25,2023-12-17,14,1558
SC25,2023-12-17,15,1572
SC25,2023-12-17,16,1867
SC25,2023-12-17,17,2497
SC25,2023-12-17,18,2743
SC25,2023-12-17,19,3960
SC25,2023-12-17,20,4756
SC25,2023-12-17,21,4925
SC25,2023-12-17,22,4955
SC25,2023-12-17,23,4430
SC25,2023-12-18,0,3562
SC25,2023-12-18,1,1788
SC25,2023-12-18,2,1101
SC25,2023-12-18,3,1297
SC25,2023-12-18,4,1350
SC25,2023-12-18,5,297
SC25,2023-12-18,6,86
SC25,2023-12-18,7,357
SC25,2023-12-18,8,626
SC25,2023-12-18,9,616
SC25,2023-12-18,10,678
SC25,2023-12-18,11,708
SC25,2023-12-18,12,966
SC25,2023-12-18,13,1758
SC25,2023-12-18,14,1515
SC25,2023-12-18,15,1529
SC25,2023-12-18,16,1816
SC25,2023-12-18,17,2429
SC25,2023-12-18,18,2668
SC25,2023-12-18,19,3852
SC25,2023-12-18,20,4627
SC25,2023-12-18,21,4792
SC25,2023-12-18,22,4820
SC25,2023-12-18,23,4309
SC25,2023-12-19,0,3450
SC25,2023-12-19,1,1732
SC25,2023-12-19,2,1067
SC25,2023-12-19,3,1256
SC25,2023-12-19,4,1307
SC25,2023-12-19,5,288
SC25,2023-12-19,6,83
SC25,2023-12-19,7,346
SC25,2023-12-19,8,606
SC25,2023-12-19,9,596
SC25,2023-12-19,10,657
SC25,2023-12-19,11,686
SC25,2023-12-19,12,936
SC25,2023-12-19,13,1703
SC25,2023-12-19,14,1468
SC25,2023-12-19,15,1481
SC25,2023-12-19,16,1759
SC25,2023-12-19,17,2353
SC25,2023-12-19,18,2585
SC25,2023-12-19,19,3732
SC25,2023-12-19,20,4482
SC25,2023-12-19,21,4642
SC25,2023-12-19,22,4670
SC25,2023-12-19,23,4174
SC25,2023-12-20,0,3408
SC25,2023-12-20,1,1710
SC25,2023-12-20,2,1054
SC25,2023-12-20,3,1241
SC25,2023-12-20,4,1291
SC25,2023-12-20,5,284
SC25,2023-12-20,6,82
SC25,2023-12-20,7,341
SC25,2023-12-20,8,599
SC25,2023-12-20,9,589
SC25,2023-12-20,10,649
SC25,2023-12-20,11,677
SC25,2023-12-20,12,924
SC25,2023-12-20,13,1682
SC25,2023-12-20,14,1450
SC25,2023-12-20,15,1463
SC25,2023-12-20,16,1737
SC25,2023-12-20,17,2324
SC25,2023-12-20,18,2553
SC25,2023-12-20,19,3685
SC25,2023-12-20,20,4427
SC25,2023-12-20,21,4585
SC25,2023-12-20,22,4612
SC25,2023-12-20,23,4123
SC25,2023-12-21,0,3372
SC25,2023-12-21,1,1692
SC25,2023-12-21,2,1043
SC25,2023-12-21,3,1228
SC25,2023-12-21,4,1278
SC25,2023-12-21,5,281
SC25,2023-12-21,6,81
SC25,2023-12-21,7,338
SC25,2023-12-21,8,593
SC25,2023-12-21,9,583
SC25,2023-12-21,10,642
SC25,2023-12-21,11,670
SC25,2023-12-21,12,914
SC25,2023-12-21,13,1664
SC25,2023-12-21,14,1435
SC25,2023-12-21,15,1447
SC25,2023-12-21,16,1719
SC25,2023-12-21,17,2300
SC25,2023-12-21,18,2526
SC25,2023-12-21,19,3647
SC25,2023-12-21,20,4380
SC25,2023-12-21,21,4536
SC25,2023-12-21,22,4563
SC25,2023-12-21,23,4079
SC25,2023-12-22,0,3424
SC25,2023-12-22,1,1719
SC25,2023-12-22,2,1059
SC25,2023-12-22,3,1247
SC25,2023-12-22,4,1297
SC25,2023-12-22,5,286
SC25,2023-12-22,6,83
SC25,2023-12-22,7,343
SC25,2023-12-22,8,602
SC25,2023-12-22,9,592
SC25,2023-12-22,10,652
SC25,2023-12-22,11,680
SC25,2023-12-22,12,928
SC25,2023-12-22,13,1690
SC25,2023-12-22,14,1457
SC25,2023-12-22,15,1470
SC25,2023-12-22,16,1746
SC25,2023-12-22,17,2335
SC25,2023-12-22,18,2565
SC25,2023-12-22,19,3703
SC25,2023-12-22,20,4448
SC25,2023-12-22,21,4606
SC25,2023-12-22,22,4634
SC25,2023-12-22,23,4143
SC25,2023-12-23,0,3444
SC25,2023-12-23,1,1729
SC25,2023-12-23,2,1065
SC25,2023-12-23,3,1254
SC25,2023-12-23,4,1305
SC25,2023-12-23,5,287
SC25,2023-12-23,6,83
SC25,2023-12-23,7,345
SC25,2023-12-23,8,605
SC25,2023-12-23,9,595
SC25,2023-12-23,10,656
SC25,2023-12-23,11,684
SC25,2023-12-23,12,934
SC25,2023-12-23,13,1700
SC25,2023-12-23,14,1465
SC25,2023-12-23,15,1479
SC25,2023-12-23,16,1756
SC25,2023-12-23,17,2349
SC25,2023-12-23,18,2581
SC25,2023-12-23,19,3725
SC25,2023-12-23,20,4474
SC25,2023-12-23,21,4634
SC25,2023-12-23,22,4661
SC25,2023-12-23,23,4167
SC25,2023-12-24,0,3540
SC25,2023-12-24,1,1777
SC25,2023-12-24,2,1095
SC25,2023-12-24,3,1289
SC25,2023-12-24,4,1341
SC25,2023-12-24,5,295
SC25,2023-12-24,6,85
SC25,2023-12-24,7,355
SC25,2023-12-24,8,622
SC25,2023-12-24,9,612
SC25,2023-12-24,10,674
SC25,2023-12-24,11,703
SC25,2023-12-24,12,960
SC25,2023-12-24,13,1747
SC25,2023-12-24,14,1506
SC25,2023-12-24,15,1520
SC25,2023-12-24,16,1805
SC25,2023-12-24,17,2414
SC25,2023-12-24,18,2652
SC25,2023-12-24,19,3828
SC25,2023-12-24,20,4598
SC25,2023-12-24,21,4762
SC25,2023-12-24,22,4790
SC25,2023-12-24,23,4283
SC25,2023-12-25,0,3493
SC25,2023-12-25,1,1753
SC25,2023-12-25,2,1080
SC25,2023-12-25,3,1272
SC25,2023-12-25,4,1324
SC25,2023-12-25,5,292
SC25,2023-12-25,6,84
SC25,2023-12-25,7,350
SC25,2023-12-25,8,614
SC25,2023-12-25,9,604
SC25,2023-12-25,10,665
SC25,2023-12-25,11,694
SC25,2023-12-25,12,947
SC25,2023-12-25,13,1724
SC25,2023-12-25,14,1486
SC25,2023-12-25,15,1499
SC25,2023-12-25,16,1781
SC25,2023-12-25,17,2382
SC25,2023-12-25,18,2617
SC25,2023-12-25,19,3778
SC25,2023-12-25,20,4537
SC25,2023-12-25,21,4699
SC25,2023-12-25,22,4727
SC25,2023-12-25,23,4226
SC25,2023-12-26,0,3460
SC25,2023-12-26,1,1737
SC25,2023-12-26,2,1070
SC25,2023-12-26,3,1260
SC25,2023-12-26,4,1311
SC25,2023-12-26,5,289
SC25,2023-12-26,6,83
SC25,2023-12-26,7,347
SC25,2023-12-26,8,608
SC25,2023-12-26,9,598
SC25,2023-12-26,10,659
SC25,2023-12-26,11,687
SC25,2023-12-26,12,938
SC25,2023-12-26,13,1708
SC25,2023-12-26,14,1472
SC25,2023-12-26,15,1485
SC25,2023-12-26,16,1764
SC25,2023-12-26,17,2360
SC25,2023-12-26,18,2592
SC25,2023-12-26,19,3742
SC25,2023-12-26,20,4494
SC25,2023-12-26,21,4654
SC25,2023-12-26,22,4682
SC25,2023-12-26,23,4186
SC25,2023-12-27,0,3432
SC25,2023-12-27,1,1722
SC25,2023-12-27,2,1061
SC25,2023-12-27,3,1249
SC25,2023-12-27,4,1300
SC25,2023-12-27,5,286
SC25,2023-12-27,6,83
SC25,2023-12-27,7,344
SC25,2023-12-27,8,603
SC25,2023-12-27,9,593
SC25,2023-12-27,10,653
SC25,2023-12-27,11,682
SC25,2023-12-27,12,931
SC25,2023-12-27,13,1694
SC25,2023-12-27,14,1460
SC25,2023-12-27,15,1473
SC25,2023-12-27,16,1750
SC25,2023-12-27,17,2340
SC25,2023-12-27,18,2571
SC25,2023-12-27,19,3711
SC25,2023-12-27,20,4458
SC25,2023-12-27,21,4616
SC25,2023-12-27,22,4644
SC25,2023-12-27,23,4152
SC25,2023-12-28,0,3499
SC25,2023-12-28,1,1756
SC25,2023-12-28,2,1082
SC25,2023-12-28,3,1274
SC25,2023-12-28,4,1326
SC25,2023-12-28,5,292
SC25,2023-12-28,6,84
SC25,2023-12-28,7,351
SC25,2023-12-28,8,615
SC25,2023-12-28,9,605
SC25,2023-12-28,10,666
SC25,2023-12-28,11,695
SC25,2023-12-28,12,949
SC25,2023-12-28,13,1727
SC25,2023-12-28,14,1489
SC25,2023-12-28,15,1502
SC25,2023-12-28,16,1784
SC25,2023-12-28,17,2386
SC25,2023-12-28,18,2621
SC25,2023-12-28,19,3784
SC25,2023-12-28,20,4545
SC25,2023-12-28,21,4707
SC25,2023-12-28,22,4735
SC25,2023-12-28,23,4233
SC25,2023-12-29,0,3501
SC25,2023-12-29,1,1757
SC25,2023-12-29,2,1083
SC25,2023-12-29,3,1275
SC25,2023-12-29,4,1326
SC25,2023-12-29,5,292
SC25,2023-12-29,6,84
SC25,2023-12-29,7,351
SC25,2023-12-29,8,615
SC25,2023-12-29,9,605
SC25,2023-12-29,10,666
SC25,2023-12-29,11,696
SC25,2023-12-29,12,949
SC25,2023-12-29,13,1728
SC25,2023-12-29,14,1489
SC25,2023-12-29,15,1503
